genotype,family,EarWeight_NY,GDDDaystoSilk_NY
Z012E0100,Z012,85.0534100585223,940.4566675
Z012E0101,Z012,69.7330838030432,896.7066675
Z012E0102,Z012,107.543621226218,903.608055
Z012E0103,Z012,92.543621226218,877.7763875
Z012E0104,Z012,101.333333333333,859.4541675
Z012E0105,Z012,67.9732949707388,979.4830575
Z012E0106,Z012,124.293621226218,869.038335
Z012E0107,Z012,105.053410058522,920.5527775
Z012E0108,Z012,159.412757547564,862.6369425
Z012E0109,Z012,80.293621226218,985.038335
Z012E0110,Z012,96.1666666666666,934.4830575
Z012E0111,Z012,118.293621226218,849.5816675
Z012E0112,Z012,58.3333333333333,947.8172225
Z012E0113,Z012,110.793621226218,861.6922225
Z012E0114,Z012,95.5,861.636945
Z012E0115,Z012,92.9830838030432,962.9566675
Z012E0116,Z012,124.793621226218,886.0672225
Z012E0117,Z012,88.8333333333333,940.4566675
Z012E0118,Z012,86.9830838030432,926.5263875
Z012E0119,Z012,81.793621226218,916.5263875
Z012E0120,Z012,51.5534100585223,933.559931971491
Z012E0121,Z012,136.793621226218,925.0672225
Z012E0122,Z012,114.733083803043,951.8436125
Z012E0123,Z012,95,968.788335
Z012E0124,Z012,84.293621226218,962.9566675
Z012E0125,Z012,45.0534100585223,1025.40618302851
Z012E0126,Z012,88.3333333333334,924.0672225
Z012E0127,Z012,61.293621226218,962.9566675
Z012E0128,Z012,106.293621226218,906.9013875
Z012E0129,Z012,91.793621226218,951.8436125
Z012E0130,Z012,NA,985.038335
Z012E0131,Z012,90.543621226218,933.559931971491
Z012E0132,Z012,71.5534100585223,951.8436125
Z012E0133,Z012,70.2330838030432,914.8725
Z012E0134,Z012,127.666666666667,900.4422225
Z012E0135,Z012,71.8333333333334,982.538335
Z012E0136,Z012,88.043621226218,951.8436125
Z012E0137,Z012,43.0534100585223,NA
Z012E0138,Z012,98.0534100585223,935.406183028509
Z012E0139,Z012,71.0534100585223,962.9566675
Z012E0140,Z012,100.543621226218,940.4566675
Z012E0141,Z012,79.293621226218,979.4830575
Z012E0142,Z012,106.043621226218,985.038335
Z012E0143,Z012,98.543621226218,916.5263875
Z012E0144,Z012,117.793621226218,940.4566675
Z012E0145,Z012,95.043621226218,934.4830575
Z012E0146,Z012,69.293621226218,925.0672225
Z012E0147,Z012,71,985.038335
Z012E0148,Z012,95.5534100585223,933.559931971491
Z012E0149,Z012,85.6666666666667,907.1922225
Z012E0150,Z012,76.293621226218,979.4830575
Z012E0151,Z012,96.293621226218,920.5527775
Z012E0152,Z012,55.5534100585223,985.038335
Z012E0153,Z012,123.483083803043,865.1922225
Z012E0154,Z012,69.6666666666667,934.4830575
Z012E0155,Z012,50.543621226218,896.6633325
Z012E0156,Z012,83.0338323939136,947.8172225
Z012E0157,Z012,61.793621226218,941.4975
Z012E0158,Z012,73.6666666666667,1025.40618302851
Z012E0159,Z012,NA,NA
Z012E0160,Z012,65.0534100585223,992.353403028509
Z012E0161,Z012,77,929.0936125
Z012E0162,Z012,NA,910.4422225
Z012E0163,Z012,132.793621226218,896.261945
Z012E0164,Z012,73.0534100585223,968.788335
Z012E0165,Z012,84.6666666666667,917.8027775
Z012E0166,Z012,32.793621226218,933.559931971491
Z012E0167,Z012,NA,933.559931971491
Z012E0168,Z012,84.0534100585223,871.360555
Z012E0169,Z012,42.543621226218,985.038335
Z012E0170,Z012,133.543621226218,879.5408325
Z012E0171,Z012,110.473294970739,920.5527775
Z012E0172,Z012,80.6666666666667,910.110555
Z012E0173,Z012,82.3333333333333,922.781041971491
Z012E0174,Z012,102.793621226218,951.8436125
Z012E0175,Z012,63.7330838030432,972.8172225
Z012E0176,Z012,116.793621226218,888.860555
Z012E0177,Z012,110.666666666667,947.353403028509
Z012E0178,Z012,92,930.110555
Z012E0179,Z012,100.5,930.4566675
Z012E0180,Z012,69.6666666666667,926.5263875
Z012E0181,Z012,89.1666666666667,914.574513028509
Z012E0182,Z012,80.793621226218,910.1369425
Z012E0183,Z012,75.7330838030432,956.9830575
Z012E0184,Z012,53.293621226218,836.516738028509
Z012E0185,Z012,76.0534100585223,979.64889
Z012E0186,Z012,121.533832393914,940.4566675
Z012E0187,Z012,105.293621226218,850.9277775
Z012E0188,Z012,84.5534100585223,916.5263875
Z012E0189,Z012,82.412757547564,985.038335
Z012E0190,Z012,76.3333333333334,923.2908325
Z012E0191,Z012,80,980.406183028509
Z012E0192,Z012,67.6666666666667,972.8172225
Z012E0193,Z012,54.2330838030432,962.9566675
Z012E0194,Z012,96.0534100585223,940.4566675
Z012E0195,Z012,54.293621226218,937.9133325
Z012E0196,Z012,54.3333333333333,979.64889
Z012E0197,Z012,79.293621226218,934.4830575
Z012E0198,Z012,67.543621226218,914.8725
Z012E0199,Z012,56.3333333333333,979.4830575
Z012E0200,Z012,21.0534100585223,985.038335
Z012E0201,Z012,107.973294965739,856.3938898
Z012E0202,Z012,54.2083333333333,973.263335
Z012E0231,Z012,106.053410058522,NA
Z012E0260,Z012,47.5534100585223,NA
Z012E0278,Z012,74.0534100585223,NA
Z020E0001,Z020,71.5,882.886945
Z020E0002,Z020,54.3333333333333,879.5408325
Z020E0003,Z020,104.543621226218,809.77639
Z020E0004,Z020,44.543621226218,871.1225
Z020E0005,Z020,58.793621226218,930.4566675
Z020E0006,Z020,70.293621226218,880.5791675
Z020E0007,Z020,73.4830838030432,924.0672225
Z020E0008,Z020,67.1666666666666,934.4830575
Z020E0009,Z020,82.1666666666667,918.6777775
Z020E0010,Z020,72.543621226218,905.2041675
Z020E0011,Z020,76.293621226218,905.2041675
Z020E0012,Z020,49.543621226218,918.6777775
Z020E0013,Z020,57.043621226218,951.8436125
Z020E0014,Z020,76.543621226218,917.538335
Z020E0015,Z020,27.9830838030432,903.2330575
Z020E0016,Z020,60.043621226218,935.0672225
Z020E0017,Z020,69.293621226218,876.39889
Z020E0018,Z020,60.043621226218,956.9830575
Z020E0019,Z020,87.8333333333333,877.7763875
Z020E0020,Z020,107.043621226218,896.6633325
Z020E0021,Z020,84.0534100585223,877.64889
Z020E0022,Z020,84.3333333333333,934.4830575
Z020E0023,Z020,50.793621226218,903.608055
Z020E0024,Z020,64.1666666666667,914.136945
Z020E0025,Z020,96.793621226218,849.5816675
Z020E0026,Z020,NA,922.781041971491
Z020E0027,Z020,87.0534100585223,917.538335
Z020E0028,Z020,43.0534100585223,917.538335
Z020E0029,Z020,65.293621226218,880.5791675
Z020E0030,Z020,64,917.538335
Z020E0031,Z020,110.293621226218,891.9541675
Z020E0032,Z020,70.3333333333333,896.7066675
Z020E0033,Z020,58.793621226218,898.483055
Z020E0034,Z020,59.9732949707388,903.2330575
Z020E0035,Z020,43.293621226218,849.5816675
Z020E0036,Z020,31.293621226218,968.788335
Z020E0037,Z020,70.793621226218,918.6777775
Z020E0038,Z020,57.043621226218,940.4566675
Z020E0039,Z020,39.3333333333333,859.853403028509
Z020E0040,Z020,NA,903.2330575
Z020E0041,Z020,85.0534100585223,952.610555
Z020E0042,Z020,91.8333333333334,817.6922225
Z020E0043,Z020,54.043621226218,927.47111
Z020E0044,Z020,104.483083803043,927.353403028509
Z020E0045,Z020,102.553410058522,927.353403028509
Z020E0046,Z020,73.043621226218,910.5936125
Z020E0047,Z020,42.293621226218,917.538335
Z020E0048,Z020,65.543621226218,933.8869425
Z020E0049,Z020,68.5,916.5263875
Z020E0050,Z020,76.2330838030432,882.7763875
Z020E0051,Z020,129.033832393914,803.1080575
Z020E0052,Z020,45.4830838030432,934.4830575
Z020E0053,Z020,73.6666666666667,856.1080575
Z020E0054,Z020,68.793621226218,925.0672225
Z020E0055,Z020,35.5534100585223,940.4566675
Z020E0056,Z020,61.0534100585223,930.4566675
Z020E0057,Z020,74.3333333333334,912.14889
Z020E0058,Z020,51.0534100585223,970.127293028509
Z020E0059,Z020,64.543621226218,910.110555
Z020E0060,Z020,59.8333333333333,906.9013875
Z020E0061,Z020,75.5,893.4277775
Z020E0062,Z020,65.7330838030432,890.2475
Z020E0063,Z020,74.043621226218,903.608055
Z020E0064,Z020,65.793621226218,934.4830575
Z020E0065,Z020,74.6666666666666,910.5936125
Z020E0066,Z020,75.4830838030432,849.5816675
Z020E0067,Z020,51.3333333333333,934.4830575
Z020E0068,Z020,57.1666666666667,947.8172225
Z020E0069,Z020,43.0534100585223,893.4277775
Z020E0070,Z020,42.293621226218,901.516738028509
Z020E0071,Z020,68.5534100585223,968.788335
Z020E0072,Z020,64.9732949707388,951.8436125
Z020E0073,Z020,83.6666666666667,934.4830575
Z020E0074,Z020,55.8333333333333,932.9422225
Z020E0075,Z020,85.543621226218,894.0527775
Z020E0076,Z020,49,910.5936125
Z020E0077,Z020,74,910.1369425
Z020E0078,Z020,90.543621226218,956.9830575
Z020E0079,Z020,39.543621226218,982.538335
Z020E0080,Z020,62.793621226218,844.4013875
Z020E0081,Z020,112.333333333333,837.8316675
Z020E0082,Z020,141.973294970739,839.4013875
Z020E0083,Z020,58.293621226218,940.4566675
Z020E0084,Z020,77.5,924.0672225
Z020E0085,Z020,66.3333333333333,842.3725
Z020E0086,Z020,79.793621226218,882.47111
Z020E0087,Z020,53.8333333333333,913.2908325
Z020E0088,Z020,87.3333333333333,866.6922225
Z020E0089,Z020,64.543621226218,891.3172225
Z020E0090,Z020,88.7330838030432,903.2330575
Z020E0091,Z020,76.8333333333333,900.3725
Z020E0092,Z020,54.793621226218,871.108055
Z020E0093,Z020,39.9830838030432,891.9541675
Z020E0094,Z020,62.8333333333333,887.627293028509
Z020E0095,Z020,51.4830838030432,903.608055
Z020E0096,Z020,122.293621226218,855.02389
Z020E0097,Z020,38.543621226218,980.406183028509
Z020E0098,Z020,49.4830838030432,924.0672225
Z020E0099,Z020,78,886.3172225
Z020E0100,Z020,38.7330838030432,947.8172225
Z020E0101,Z020,98.293621226218,882.886945
Z020E0102,Z020,55.2330838030432,912.14889
Z020E0103,Z020,80.3333333333334,905.2041675
Z020E0104,Z020,75.9830838030432,917.538335
Z020E0105,Z020,50.5534100585223,934.4830575
Z020E0106,Z020,80.293621226218,910.110555
Z020E0107,Z020,72.5534100585223,992.353403028509
Z020E0108,Z020,34.543621226218,892.886945
Z020E0109,Z020,78.3333333333333,896.7066675
Z020E0110,Z020,80.5534100585223,918.6777775
Z020E0111,Z020,65.2330838030432,992.353403028509
Z020E0112,Z020,69.7330838030432,940.4566675
Z020E0113,Z020,45.1666666666667,951.8436125
Z020E0114,Z020,77.543621226218,814.8580575
Z020E0115,Z020,64.543621226218,900.2475
Z020E0116,Z020,55.293621226218,935.0672225
Z020E0117,Z020,73.8333333333333,930.4566675
Z020E0118,Z020,61.3333333333333,917.538335
Z020E0119,Z020,56.5555555566667,962.9566675
Z020E0120,Z020,92.9830838030432,917.538335
Z020E0121,Z020,101.053410058522,886.3172225
Z020E0122,Z020,55.7330838030432,876.9422225
Z020E0123,Z020,53.543621226218,886.360555
Z020E0124,Z020,49.5534100585223,850.110555
Z020E0125,Z020,55.9830838030432,896.6633325
Z020E0126,Z020,79.3333333333333,856.22111
Z020E0127,Z020,56.5534100585223,879.64889
Z020E0128,Z020,57.9830838030432,910.5936125
Z020E0129,Z020,86.8333333333333,892.886945
Z020E0130,Z020,76.4830838030432,903.2330575
Z020E0131,Z020,63.5534100585223,930.4566675
Z020E0132,Z020,67.5,889.3027775
Z020E0133,Z020,40.043621226218,979.4830575
Z020E0134,Z020,84,876.39889
Z020E0135,Z020,71.043621226218,873.2186125
Z020E0136,Z020,58.0534100585223,962.9566675
Z020E0137,Z020,91.793621226218,882.391596971491
Z020E0138,Z020,79.8333333333333,851.7186125
Z020E0139,Z020,81,940.4566675
Z020E0140,Z020,42.543621226218,1025.40618302851
Z020E0141,Z020,71.293621226218,888.860555
Z020E0142,Z020,4.55341005852234,910.5936125
Z020E0143,Z020,78.4732949707388,876.9422225
Z020E0144,Z020,77.293621226218,875.9422225
Z020E0145,Z020,75.6666666666667,926.5263875
Z020E0146,Z020,81.1666666666667,903.608055
Z020E0147,Z020,32.5338323939136,934.4830575
Z020E0148,Z020,50.2330838030432,910.5936125
Z020E0149,Z020,92.793621226218,850.110555
Z020E0150,Z020,79.8333333333333,874.6922225
Z020E0151,Z020,82.412757547564,992.353403028509
Z020E0152,Z020,71.5534100585223,927.353403028509
Z020E0153,Z020,71.3333333333333,866.6922225
Z020E0154,Z020,91.0338323939136,873.2186125
Z020E0155,Z020,56.0534100585223,866.6922225
Z020E0156,Z020,95.293621226218,850.110555
Z020E0157,Z020,96.293621226218,825.386945
Z020E0158,Z020,68.0534100585223,927.353403028509
Z020E0159,Z020,61.5,930.4566675
Z020E0160,Z020,41.3333333333333,933.559931971491
Z020E0161,Z020,59.1666666666667,934.4830575
Z020E0162,Z020,53.2330838030432,975.3172225
Z020E0163,Z020,45.5,982.538335
Z020E0164,Z020,67.0534100585223,968.788335
Z020E0165,Z020,50.293621226218,864.6922225
Z020E0166,Z020,55.5,871.360555
Z020E0167,Z020,65,876.39889
Z020E0168,Z020,57,940.4566675
Z020E0169,Z020,100.543621226218,887.3580575
Z020E0170,Z020,88.3333333333334,888.860555
Z020E0171,Z020,85.4830838030432,930.4566675
Z020E0172,Z020,64.6666666666667,910.1369425
Z020E0173,Z020,88.5,890.2475
Z020E0174,Z020,93.4830838030432,910.1369425
Z020E0175,Z020,66,956.9830575
Z020E0176,Z020,145.793621226218,916.5263875
Z020E0177,Z020,184.333333333333,785.8725
Z020E0178,Z020,76.5338323939137,866.6922225
Z020E0179,Z020,66.793621226218,800.456665
Z020E0180,Z020,64.6666666666667,791.913335
Z020E0181,Z020,72.5534100585223,877.7763875
Z020E0182,Z020,60.0534100585223,862.6369425
Z020E0183,Z020,45.3333333333334,951.8436125
Z020E0184,Z020,71.2232949707388,917.538335
Z020E0185,Z020,61.0534100585223,951.8436125
Z020E0186,Z020,25.2330838030432,880.5791675
Z020E0187,Z020,60,947.8172225
Z020E0188,Z020,55.043621226218,940.4566675
Z020E0189,Z020,51.543621226218,930.4566675
Z020E0190,Z020,128.733083803043,896.7066675
Z020E0191,Z020,71.4830838030432,912.14889
Z020E0192,Z020,62.293621226218,901.516738028509
Z020E0193,Z020,68.5338323939136,839.0936125
Z020E0194,Z020,56.9830838030432,934.4830575
Z020E0195,Z020,79.543621226218,918.6777775
Z020E0196,Z020,85.412757547564,934.4830575
Z020E0197,Z020,97.043621226218,914.136945
Z020E0198,Z020,51.9830838030432,951.8436125
Z020E0199,Z020,85.3333333333334,869.038335
Z020E0200,Z020,37.9830838030432,979.4830575
Z020E0201,Z020,111.711904766667,836.72941075
Z020E0202,Z020,36.3580838030432,943.30277905
Z020E0208,Z020,66.5534100585223,NA
Z020E0232,Z020,50.5534100585223,NA
Z020E0234,Z020,41.5534100585223,NA
Z020E0257,Z020,67.5534100585223,NA
Z020E0270,Z020,184.053410058522,NA
Z020E0278,Z020,23.5534100585223,NA
Z020E0281,Z020,56.0534100585223,NA
Z026E0001,Z026,103.293621226218,947.8172225
Z026E0002,Z026,69.1666666666667,920.5527775
Z026E0003,Z026,46.0534100585223,962.9566675
Z026E0004,Z026,47.1666666666667,1025.40618302851
Z026E0005,Z026,53.6666666666667,917.538335
Z026E0006,Z026,47.293621226218,885.009445
Z026E0007,Z026,48.5,924.0672225
Z026E0008,Z026,132.033832393914,887.52389
Z026E0009,Z026,-0.446589941477659,1004.01673802851
Z026E0010,Z026,77.5,935.0672225
Z026E0011,Z026,51.7330838030432,903.608055
Z026E0012,Z026,66.38888889,904.8725
Z026E0013,Z026,55.543621226218,934.4830575
Z026E0014,Z026,NA,914.574513028509
Z026E0015,Z026,43.293621226218,947.8172225
Z026E0016,Z026,17.7330838030432,940.4566675
Z026E0017,Z026,61.043621226218,924.0672225
Z026E0018,Z026,61.543621226218,846.5527775
Z026E0019,Z026,40.543621226218,951.8436125
Z026E0020,Z026,78.1666666666667,889.8725
Z026E0021,Z026,60.293621226218,924.0672225
Z026E0022,Z026,56.8333333333333,866.6922225
Z026E0023,Z026,58.5534100585223,972.8172225
Z026E0024,Z026,88.6666666666667,924.0672225
Z026E0025,Z026,66.5534100585223,925.0672225
Z026E0026,Z026,56.793621226218,898.483055
Z026E0027,Z026,83.0534100585223,933.559931971491
Z026E0028,Z026,92.2330838030432,947.8172225
Z026E0029,Z026,84.5,924.0672225
Z026E0030,Z026,59.793621226218,886.3172225
Z026E0031,Z026,27.412757547564,982.538335
Z026E0032,Z026,18.0534100585223,935.0672225
Z026E0033,Z026,54.793621226218,896.7066675
Z026E0034,Z026,75.543621226218,918.6777775
Z026E0035,Z026,58.543621226218,980.406183028509
Z026E0036,Z026,32.0534100585223,NA
Z026E0037,Z026,79,903.2330575
Z026E0038,Z026,48.543621226218,985.038335
Z026E0039,Z026,75.4830838030432,1036.51673802851
Z026E0040,Z026,72.793621226218,934.4830575
Z026E0041,Z026,47.043621226218,941.4975
Z026E0042,Z026,50.543621226218,934.4830575
Z026E0043,Z026,57,908.89889
Z026E0044,Z026,19.5534100585223,947.8172225
Z026E0045,Z026,41,951.8436125
Z026E0046,Z026,77.793621226218,930.4566675
Z026E0047,Z026,41.8333333333333,940.4566675
Z026E0048,Z026,96.0338323939137,980.406183028509
Z026E0049,Z026,60.293621226218,947.8172225
Z026E0050,Z026,44.043621226218,947.8172225
Z026E0051,Z026,47.1666666666667,855.02389
Z026E0052,Z026,NA,970.127293028509
Z026E0053,Z026,64,929.0936125
Z026E0054,Z026,59.543621226218,887.627293028509
Z026E0055,Z026,62.293621226218,930.4566675
Z026E0056,Z026,109.5,868.9975
Z026E0057,Z026,102,925.0672225
Z026E0058,Z026,108.473294970739,785.8725
Z026E0059,Z026,82.543621226218,962.074513028509
Z026E0060,Z026,29.4830838030432,951.8436125
Z026E0061,Z026,82.5,933.8869425
Z026E0062,Z026,100.543621226218,935.0672225
Z026E0063,Z026,74.3333333333333,876.39889
Z026E0064,Z026,95.293621226218,934.4830575
Z026E0065,Z026,50.5534100585223,912.14889
Z026E0066,Z026,68.6666666666667,882.47111
Z026E0067,Z026,63.8333333333333,910.5936125
Z026E0068,Z026,64.793621226218,930.4566675
Z026E0069,Z026,61,844.4013875
Z026E0070,Z026,71.043621226218,910.5936125
Z026E0071,Z026,55.543621226218,962.9566675
Z026E0072,Z026,72.2222222233333,866.1225
Z026E0073,Z026,93.8333333333334,918.6777775
Z026E0074,Z026,58.6666666666667,957.5672225
Z026E0075,Z026,48.8333333333333,918.6777775
Z026E0076,Z026,68.5,917.538335
Z026E0077,Z026,112.043621226218,881.360555
Z026E0078,Z026,68.793621226218,956.9830575
Z026E0079,Z026,56.8333333333333,956.9830575
Z026E0080,Z026,55.293621226218,926.5263875
Z026E0081,Z026,64.043621226218,886.360555
Z026E0082,Z026,87.793621226218,940.4566675
Z026E0083,Z026,71.5338323939136,903.2330575
Z026E0084,Z026,66.043621226218,962.9566675
Z026E0085,Z026,77.543621226218,903.2330575
Z026E0086,Z026,68.1666666666667,940.4566675
Z026E0087,Z026,61.543621226218,940.4566675
Z026E0088,Z026,78.543621226218,917.3172225
Z026E0089,Z026,66,917.538335
Z026E0090,Z026,95.543621226218,900.2475
Z026E0091,Z026,23.0534100585223,968.788335
Z026E0092,Z026,103.553410058522,947.353403028509
Z026E0093,Z026,73.1666666666667,924.0672225
Z026E0094,Z026,80.543621226218,910.5936125
Z026E0095,Z026,97.1666666666667,980.406183028509
Z026E0096,Z026,85,917.3172225
Z026E0097,Z026,23.0534100585223,940.4566675
Z026E0098,Z026,92.9732949707389,883.3436125
Z026E0099,Z026,57,962.9566675
Z026E0100,Z026,55.6666666666667,903.72111
Z026E0101,Z026,75.5534100585223,956.9830575
Z026E0102,Z026,92.543621226218,940.4566675
Z026E0103,Z026,98.543621226218,896.6633325
Z026E0104,Z026,98,956.9830575
Z026E0105,Z026,72.7330838030432,901.516738028509
Z026E0106,Z026,77.5338323939136,891.3172225
Z026E0107,Z026,90,927.353403028509
Z026E0108,Z026,81.6666666666667,873.2186125
Z026E0109,Z026,88.5,916.5263875
Z026E0110,Z026,75.6666666666667,924.0672225
Z026E0111,Z026,142.166666666667,905.2041675
Z026E0112,Z026,75.5338323939136,889.8725
Z026E0113,Z026,59.793621226218,917.538335
Z026E0114,Z026,48.543621226218,956.9830575
Z026E0115,Z026,85.293621226218,904.8725
Z026E0116,Z026,79.793621226218,838.636945
Z026E0117,Z026,99.043621226218,925.0672225
Z026E0118,Z026,63.543621226218,933.8869425
Z026E0119,Z026,55.293621226218,920.110555
Z026E0120,Z026,NA,1036.51673802851
Z026E0121,Z026,90.293621226218,926.259445
Z026E0122,Z026,59.9830838030432,947.8172225
Z026E0123,Z026,47.8333333333333,924.0672225
Z026E0124,Z026,101.793621226218,914.574513028509
Z026E0125,Z026,112.043621226218,900.4422225
Z026E0126,Z026,98.043621226218,896.261945
Z026E0127,Z026,58.9830838030432,951.8436125
Z026E0128,Z026,55.543621226218,880.5791675
Z026E0129,Z026,76,937.9133325
Z026E0130,Z026,66.6666666666667,980.406183028509
Z026E0131,Z026,41.543621226218,886.0672225
Z026E0132,Z026,82.793621226218,947.8172225
Z026E0133,Z026,67,859.853403028509
Z026E0134,Z026,52.293621226218,947.8172225
Z026E0135,Z026,56.6666666666667,930.4566675
Z026E0136,Z026,45.793621226218,929.0936125
Z026E0137,Z026,54.7330838030432,917.538335
Z026E0138,Z026,97.3333333333334,942.4277775
Z026E0139,Z026,87.8333333333333,894.0527775
Z026E0140,Z026,42.3333333333333,1036.51673802851
Z026E0141,Z026,64.0534100585223,922.781041971491
Z026E0142,Z026,79.8333333333333,872.906183028509
Z026E0143,Z026,47.3333333333333,975.3172225
Z026E0144,Z026,54.293621226218,947.8172225
Z026E0145,Z026,78.5,931.39889
Z026E0146,Z026,71.5,882.886945
Z026E0147,Z026,55.3333333333333,940.4566675
Z026E0148,Z026,47.043621226218,NA
Z026E0149,Z026,108.166666666667,837.8316675
Z026E0150,Z026,23.3333333333333,930.4566675
Z026E0151,Z026,45.8333333333333,910.5936125
Z026E0152,Z026,78.1666666666667,879.64889
Z026E0153,Z026,92.293621226218,918.6777775
Z026E0154,Z026,27.043621226218,933.559931971491
Z026E0155,Z026,61.543621226218,910.5936125
Z026E0156,Z026,45.8333333333333,903.2330575
Z026E0157,Z026,98.543621226218,903.2330575
Z026E0158,Z026,75.6666666666667,829.4422225
Z026E0159,Z026,99.1666666666667,877.64889
Z026E0160,Z026,132.5,910.5936125
Z026E0161,Z026,35.543621226218,947.8172225
Z026E0162,Z026,79.293621226218,897.8436125
Z026E0163,Z026,66.5,886.3172225
Z026E0164,Z026,92,889.3027775
Z026E0165,Z026,69.6666666666667,876.9422225
Z026E0166,Z026,50.1666666666667,917.538335
Z026E0167,Z026,50.8333333333333,929.0936125
Z026E0168,Z026,84.3333333333333,855.110555
Z026E0169,Z026,89.8333333333334,845.483055
Z026E0170,Z026,85.5,951.8436125
Z026E0171,Z026,80.5,907.1922225
Z026E0172,Z026,73.5,910.5936125
Z026E0173,Z026,85.8333333333333,947.8172225
Z026E0174,Z026,86.8333333333334,917.538335
Z026E0175,Z026,81.5,940.4566675
Z026E0176,Z026,82.5,940.4566675
Z026E0177,Z026,44.8333333333333,933.8869425
Z026E0178,Z026,72.2330838030432,962.9566675
Z026E0179,Z026,84.3333333333333,891.3172225
Z026E0180,Z026,71.2330838030432,951.8436125
Z026E0181,Z026,23.293621226218,947.8172225
Z026E0182,Z026,18.5534100585223,985.038335
Z026E0183,Z026,110.833333333333,848.3052775
Z026E0184,Z026,80.5,832.8316675
Z026E0185,Z026,56.5,917.538335
Z026E0186,Z026,58.793621226218,1036.51673802851
Z026E0187,Z026,31.293621226218,968.788335
Z026E0188,Z026,50.043621226218,957.5672225
Z026E0189,Z026,68.6666666666667,930.4566675
Z026E0190,Z026,86.3333333333334,913.72111
Z026E0191,Z026,52.1666666666667,947.8172225
Z026E0192,Z026,93,962.074513028509
Z026E0193,Z026,76.1666666666667,1004.01673802851
Z026E0194,Z026,67.3333333333333,924.0672225
Z026E0195,Z026,83.8333333333334,771.108055
Z026E0196,Z026,61.543621226218,948.4422225
Z026E0197,Z026,54.3333333333333,947.8172225
Z026E0198,Z026,69.9732949707388,905.2041675
Z026E0199,Z026,75.6666666666667,940.4566675
Z026E0200,Z026,40.7330838030432,968.788335
Z026E0201,Z026,115.490740733333,856.7509868
Z026E0202,Z026,23.126954561218,985.038335
Z026E0222,Z026,89.5534100585223,NA
Z026E0225,Z026,83.0534100585223,NA
Z026E0230,Z026,44.5534100585223,NA
Z026E0231,Z026,62.5534100585223,NA
Z026E0232,Z026,48.0534100585223,NA
