Taxon,Location,Year,EarWeight,DaysToSilk
Z005E0114,NY,2007,59,870.27389
Z005E0115,NY,2006,51,964.80278
Z005E0115,NY,2007,NA,949.163335
Z005E0116,NY,2006,74,964.80278
Z005E0116,NY,2007,64,870.27389
Z005E0117,NY,2006,58,964.80278
Z005E0117,NY,2007,NA,870.27389
Z005E0118,NY,2006,57,964.80278
Z005E0118,NY,2007,NA,930.831665
Z005E0119,NY,2006,70,964.80278
Z005E0119,NY,2007,105.5,841.663335
Z005E0120,NY,2006,NA,NA
Z005E0120,NY,2007,48,NA
Z005E0121,NY,2006,85,936.94222
Z005E0121,NY,2007,103,841.663335
Z005E0122,NY,2006,70,944.110555
Z005E0122,NY,2007,NA,841.663335
Z005E0123,NY,2006,62,944.110555
Z005E0123,NY,2007,99,805.27389
Z005E0124,NY,2006,39,964.80278
Z005E0124,NY,2007,NA,NA
Z005E0125,NY,2006,57,NA
Z005E0125,NY,2007,NA,916.110555
Z005E0126,NY,2006,136,964.80278
Z005E0126,NY,2007,83,916.110555
Z005E0127,NY,2006,65,964.80278
Z005E0127,NY,2007,NA,841.663335
Z005E0128,NY,2006,NA,NA
Z005E0128,NY,2007,63,994.163335
Z005E0129,NY,2006,43,964.80278
Z005E0129,NY,2007,97,916.110555
Z005E0130,NY,2006,71,904.77389
Z005E0130,NY,2007,85,805.27389
Z005E0131,NY,2006,NA,NA
Z005E0131,NY,2007,NA,NA
Z005E0132,NY,2006,158,913.634445
Z005E0132,NY,2007,NA,870.27389
Z005E0133,NY,2006,138,964.80278
Z005E0133,NY,2007,NA,896.110555
Z005E0134,NY,2006,126,964.80278
Z005E0134,NY,2007,217,870.27389
Z005E0135,NY,2006,58,964.80278
Z005E0135,NY,2007,40,1000.27389
Z005E0136,NY,2006,83,964.80278
Z005E0136,NY,2007,NA,856.384445
Z005E0137,NY,2006,71,964.80278
Z005E0137,NY,2007,NA,961.110555
Z005E0138,NY,2006,NA,NA
Z005E0138,NY,2007,NA,1005.27389
Z005E0139,NY,2006,59,964.80278
Z005E0139,NY,2007,NA,916.110555
Z005E0140,NY,2006,193,936.94222
Z005E0140,NY,2007,NA,805.27389
Z005E0141,NY,2006,64.5,936.94222
Z005E0141,NY,2007,53,883.331665
Z005E0142,NY,2006,78,964.80278
Z005E0142,NY,2007,52,916.110555
Z005E0143,NY,2006,55,964.80278
Z005E0143,NY,2007,NA,930.831665
Z005E0144,NY,2006,64,NA
Z005E0144,NY,2007,NA,938.884445
Z005E0145,NY,2006,64,NA
Z005E0145,NY,2007,59,994.163335
Z005E0146,NY,2006,110,870.55278
Z005E0146,NY,2007,NA,883.331665
Z005E0147,NY,2006,104.5,924.110555
Z005E0147,NY,2007,66,896.110555
Z005E0148,NY,2006,50,964.80278
Z005E0148,NY,2007,NA,916.110555
Z005E0149,NY,2006,53,964.80278
Z005E0149,NY,2007,71,930.831665
Z005E0150,NY,2006,62,964.80278
Z005E0150,NY,2007,NA,938.884445
Z005E0151,NY,2006,NA,NA
Z005E0151,NY,2007,NA,NA
Z005E0152,NY,2006,40,964.80278
Z005E0152,NY,2007,50,961.110555
Z005E0153,NY,2006,NA,NA
Z005E0153,NY,2007,61,949.163335
Z005E0154,NY,2006,158,944.110555
Z005E0154,NY,2007,NA,883.331665
Z005E0155,NY,2006,73,964.80278
Z005E0155,NY,2007,NA,930.831665
Z005E0156,NY,2006,132,964.80278
Z005E0156,NY,2007,NA,904.163335
Z005E0157,NY,2006,33,NA
Z005E0157,NY,2007,NA,1000.27389
Z005E0158,NY,2006,89,913.634445
Z005E0158,NY,2007,NA,841.663335
Z005E0159,NY,2006,101,964.80278
Z005E0159,NY,2007,NA,856.384445
Z005E0160,NY,2006,31,NA
Z005E0160,NY,2007,NA,856.384445
Z005E0161,NY,2006,94,913.634445
Z005E0161,NY,2007,43,828.610555
Z005E0162,NY,2006,141,964.80278
Z005E0162,NY,2007,NA,896.110555
Z005E0163,NY,2006,NA,964.80278
Z005E0163,NY,2007,NA,916.110555
Z005E0164,NY,2006,55,964.80278
Z005E0164,NY,2007,57,1005.27389
Z005E0165,NY,2006,120,954.02389
Z005E0165,NY,2007,50,985.831665
Z005E0166,NY,2006,66,964.80278
Z005E0166,NY,2007,54,896.110555
Z005E0167,NY,2006,NA,NA
Z005E0167,NY,2007,NA,961.110555
Z005E0168,NY,2006,54,964.80278
Z005E0168,NY,2007,NA,938.884445
Z005E0169,NY,2006,61,NA
Z005E0169,NY,2007,NA,961.110555
Z005E0170,NY,2006,114,NA
Z005E0170,NY,2007,113,856.384445
Z005E0171,NY,2006,49,NA
Z005E0171,NY,2007,69,1005.27389
Z005E0172,NY,2006,130,904.77389
Z005E0172,NY,2007,91,841.663335
Z005E0173,NY,2006,111,936.94222
Z005E0173,NY,2007,108,856.384445
Z005E0174,NY,2006,79,964.80278
Z005E0174,NY,2007,NA,972.77389
Z005E0175,NY,2006,91,964.80278
Z005E0175,NY,2007,73,896.110555
Z005E0176,NY,2006,59,964.80278
Z005E0176,NY,2007,73,930.831665
Z005E0177,NY,2006,107.5,913.634445
Z005E0177,NY,2007,NA,896.110555
Z005E0178,NY,2006,51,964.80278
Z005E0178,NY,2007,76,930.831665
Z005E0179,NY,2006,128,904.77389
Z005E0179,NY,2007,NA,841.663335
Z005E0180,NY,2006,104,913.634445
Z005E0180,NY,2007,NA,828.610555
Z005E0181,NY,2006,NA,NA
Z005E0181,NY,2007,57,1005.27389
Z005E0182,NY,2006,NA,NA
Z005E0182,NY,2007,NA,1005.27389
Z005E0183,NY,2006,27,NA
Z005E0183,NY,2007,NA,916.110555
Z005E0184,NY,2006,73,NA
Z005E0184,NY,2007,NA,930.831665
Z005E0185,NY,2006,32,964.80278
Z005E0185,NY,2007,NA,904.163335
Z005E0186,NY,2006,85,870.55278
Z005E0186,NY,2007,NA,818.610555
Z005E0187,NY,2006,NA,NA
Z005E0187,NY,2007,78,985.831665
Z005E0188,NY,2006,217,881.610555
Z005E0188,NY,2007,NA,818.610555
Z005E0189,NY,2006,86,964.80278
Z005E0189,NY,2007,NA,916.110555
Z005E0190,NY,2006,32,NA
Z005E0190,NY,2007,NA,818.610555
Z005E0191,NY,2006,NA,NA
Z005E0191,NY,2007,NA,1005.27389
Z005E0192,NY,2006,52,964.80278
Z005E0192,NY,2007,NA,985.831665
Z005E0193,NY,2006,54,881.610555
Z005E0193,NY,2007,81,856.384445
Z005E0194,NY,2006,52,964.80278
Z005E0194,NY,2007,NA,828.610555
Z005E0195,NY,2006,147,896.413335
Z005E0195,NY,2007,NA,904.163335
Z005E0196,NY,2006,NA,964.80278
Z005E0196,NY,2007,NA,896.110555
Z005E0197,NY,2006,47,NA
Z005E0197,NY,2007,NA,1000.27389
Z005E0198,NY,2006,51,NA
Z005E0198,NY,2007,49,961.110555
Z005E0199,NY,2006,NA,NA
Z005E0199,NY,2007,NA,949.163335
Z005E0200,NY,2006,108,936.94222
Z005E0200,NY,2007,40,938.884445
Z005E0201,NY,2006,100.6666667,894.15039
Z005E0201,NY,2007,129.6,827.81
Z005E0202,NY,2006,NA,NA
Z005E0202,NY,2007,NA,1005.27389
Z005E0204,NY,2006,NA,NA
Z005E0204,NY,2007,NA,NA
Z005E0210,NY,2006,NA,NA
Z005E0210,NY,2007,NA,NA
Z005E0211,NY,2006,NA,NA
Z005E0211,NY,2007,NA,NA
Z005E0212,NY,2006,NA,NA
Z005E0212,NY,2007,NA,NA
Z005E0213,NY,2006,NA,NA
Z005E0213,NY,2007,NA,NA
Z005E0215,NY,2006,NA,NA
Z005E0215,NY,2007,NA,NA
Z005E0233,NY,2006,NA,NA
Z005E0233,NY,2007,NA,NA
Z005E0249,NY,2006,NA,NA
Z005E0249,NY,2007,NA,NA
Z005E0267,NY,2006,NA,NA
Z005E0267,NY,2007,NA,NA
Z005E0269,NY,2006,NA,NA
Z005E0269,NY,2007,NA,NA
Z005E0270,NY,2006,NA,NA
Z005E0270,NY,2007,NA,NA
Z011E0001,NY,2006,88,812.581665
Z011E0001,NY,2007,77,759.163335
Z011E0002,NY,2006,NA,NA
Z011E0002,NY,2007,80,772.5
Z011E0003,NY,2006,NA,847.05278
Z011E0003,NY,2007,NA,759.163335
Z011E0004,NY,2006,NA,750.384445
Z011E0004,NY,2007,NA,684.72111
Z011E0005,NY,2006,84,812.581665
Z011E0005,NY,2007,NA,772.5
Z011E0006,NY,2006,58,812.581665
Z011E0006,NY,2007,61,736.94222
Z011E0007,NY,2006,NA,964.80278
Z011E0007,NY,2007,42,772.5
Z011E0008,NY,2006,106,812.581665
Z011E0008,NY,2007,NA,698.05278
Z011E0009,NY,2006,86,778.55278
Z011E0009,NY,2007,NA,772.5
Z011E0010,NY,2006,NA,NA
Z011E0010,NY,2007,NA,772.5
Z011E0011,NY,2006,127,860.19222
Z011E0011,NY,2007,NA,818.610555
Z011E0012,NY,2006,76.5,870.55278
Z011E0012,NY,2007,NA,748.331665
Z011E0013,NY,2006,NA,881.610555
Z011E0013,NY,2007,NA,883.331665
Z011E0014,NY,2006,52,881.610555
Z011E0014,NY,2007,NA,748.331665
Z011E0015,NY,2006,NA,812.581665
Z011E0015,NY,2007,NA,748.331665
Z011E0016,NY,2006,NA,736.72111
Z011E0016,NY,2007,NA,698.05278
Z011E0017,NY,2006,41,812.581665
Z011E0017,NY,2007,NA,788.331665
Z011E0018,NY,2006,105,778.55278
Z011E0018,NY,2007,NA,759.163335
Z011E0019,NY,2006,87,736.72111
Z011E0019,NY,2007,NA,736.94222
Z011E0020,NY,2006,NA,924.110555
Z011E0020,NY,2007,NA,805.27389
Z011E0021,NY,2006,NA,765
Z011E0021,NY,2007,86,736.94222
Z011E0022,NY,2006,NA,NA
Z011E0022,NY,2007,NA,772.5
Z011E0023,NY,2006,104,812.581665
Z011E0023,NY,2007,NA,772.5
Z011E0024,NY,2006,111,896.413335
Z011E0024,NY,2007,NA,748.331665
Z011E0025,NY,2006,NA,904.77389
Z011E0025,NY,2007,NA,736.94222
Z011E0026,NY,2006,136,812.581665
Z011E0026,NY,2007,NA,805.27389
Z011E0027,NY,2006,77.33333333,765
Z011E0027,NY,2007,53,724.163335
Z011E0028,NY,2006,76,881.610555
Z011E0028,NY,2007,NA,788.331665
Z011E0029,NY,2006,82,765
Z011E0029,NY,2007,83.5,724.163335
Z011E0030,NY,2006,55,793.884445
Z011E0030,NY,2007,66.5,805.27389
Z011E0031,NY,2006,115,832.163335
Z011E0031,NY,2007,39,724.163335
Z011E0032,NY,2006,NA,NA
Z011E0032,NY,2007,NA,748.331665
Z011E0033,NY,2006,129,793.884445
Z011E0033,NY,2007,100,748.331665
Z011E0034,NY,2006,47,765
Z011E0034,NY,2007,NA,724.163335
Z011E0035,NY,2006,37,913.634445
Z011E0035,NY,2007,74,841.663335
Z011E0036,NY,2006,NA,NA
Z011E0036,NY,2007,NA,724.163335
Z011E0037,NY,2006,NA,944.110555
Z011E0037,NY,2007,71,759.163335
Z011E0038,NY,2006,NA,778.55278
Z011E0038,NY,2007,89,736.94222
Z011E0039,NY,2006,64.5,765
Z011E0039,NY,2007,NA,724.163335
Z011E0040,NY,2006,199.5,812.581665
Z011E0040,NY,2007,NA,712.77389
Z011E0041,NY,2006,NA,NA
Z011E0041,NY,2007,NA,748.331665
Z011E0042,NY,2006,114,847.05278
Z011E0042,NY,2007,77,736.94222
Z011E0043,NY,2006,80,913.634445
Z011E0043,NY,2007,NA,759.163335
Z011E0044,NY,2006,52,896.413335
Z011E0044,NY,2007,NA,841.663335
Z011E0045,NY,2006,66,793.884445
Z011E0045,NY,2007,73,788.331665
Z011E0046,NY,2006,NA,870.55278
Z011E0046,NY,2007,27,805.27389
Z011E0047,NY,2006,101,832.163335
Z011E0047,NY,2007,NA,759.163335
Z011E0048,NY,2006,175,NA
Z011E0048,NY,2007,NA,736.94222
Z011E0049,NY,2006,68,812.581665
Z011E0049,NY,2007,NA,759.163335
Z011E0050,NY,2006,40,881.610555
Z011E0050,NY,2007,NA,856.384445
Z011E0051,NY,2006,87.5,860.19222
Z011E0051,NY,2007,87,772.5
Z011E0052,NY,2006,40,913.634445
Z011E0052,NY,2007,NA,759.163335
Z011E0053,NY,2006,NA,913.634445
Z011E0053,NY,2007,NA,818.610555
Z011E0054,NY,2006,NA,944.110555
Z011E0054,NY,2007,29,818.610555
Z011E0055,NY,2006,45,765
Z011E0055,NY,2007,59,698.05278
Z011E0056,NY,2006,79.5,765
Z011E0056,NY,2007,66,748.331665
Z011E0057,NY,2006,70,870.55278
Z011E0057,NY,2007,53,805.27389
Z011E0058,NY,2006,62,NA
Z011E0058,NY,2007,NA,788.331665
Z011E0059,NY,2006,23,913.634445
Z011E0059,NY,2007,NA,938.884445
Z011E0060,NY,2006,81.5,812.581665
Z011E0060,NY,2007,NA,759.163335
Z011E0061,NY,2006,70.5,832.163335
Z011E0061,NY,2007,NA,736.94222
Z011E0062,NY,2006,NA,930.47111
Z011E0062,NY,2007,NA,904.163335
Z011E0063,NY,2006,NA,736.72111
Z011E0063,NY,2007,NA,736.94222
Z011E0064,NY,2006,51.5,832.163335
Z011E0064,NY,2007,111,828.610555
Z011E0065,NY,2006,52,832.163335
Z011E0065,NY,2007,36,736.94222
Z011E0066,NY,2006,62,812.581665
Z011E0066,NY,2007,55.5,772.5
Z011E0067,NY,2006,NA,944.110555
Z011E0067,NY,2007,NA,841.663335
Z011E0068,NY,2006,NA,NA
Z011E0068,NY,2007,42,870.27389
Z011E0069,NY,2006,NA,913.634445
Z011E0069,NY,2007,61,818.610555
Z011E0070,NY,2006,24,913.634445
Z011E0070,NY,2007,42,883.331665
Z011E0071,NY,2006,28,924.110555
Z011E0071,NY,2007,NA,772.5
Z011E0072,NY,2006,132,NA
Z011E0072,NY,2007,153,818.610555
Z011E0073,NY,2006,NA,NA
Z011E0073,NY,2007,82,772.5
Z011E0074,NY,2006,76,765
Z011E0074,NY,2007,NA,736.94222
Z011E0075,NY,2006,50,765
Z011E0075,NY,2007,29,736.94222
Z011E0076,NY,2006,NA,NA
Z011E0076,NY,2007,52.5,788.331665
Z011E0077,NY,2006,81,812.581665
Z011E0077,NY,2007,NA,759.163335
Z011E0078,NY,2006,96,720.831665
Z011E0078,NY,2007,NA,805.27389
Z011E0079,NY,2006,NA,NA
Z011E0079,NY,2007,63.5,712.77389
Z011E0080,NY,2006,54,913.634445
Z011E0080,NY,2007,85,759.163335
Z011E0081,NY,2006,NA,NA
Z011E0081,NY,2007,45.5,675.27389
Z011E0082,NY,2006,NA,793.884445
Z011E0082,NY,2007,NA,772.5
Z011E0083,NY,2006,124,778.55278
Z011E0083,NY,2007,113,724.163335
Z011E0084,NY,2006,24,913.634445
Z011E0084,NY,2007,64,748.331665
Z011E0085,NY,2006,54,860.19222
Z011E0085,NY,2007,NA,828.610555
Z011E0086,NY,2006,81,765
Z011E0086,NY,2007,69,684.72111
Z011E0087,NY,2006,57,944.110555
Z011E0087,NY,2007,NA,883.331665
Z011E0088,NY,2006,91,936.94222
Z011E0088,NY,2007,NA,748.331665
Z011E0089,NY,2006,NA,847.05278
Z011E0089,NY,2007,NA,736.94222
Z011E0090,NY,2006,87,812.581665
Z011E0090,NY,2007,NA,724.163335
Z011E0091,NY,2006,NA,832.163335
Z011E0091,NY,2007,30,883.331665
Z011E0092,NY,2006,95,778.55278
Z011E0092,NY,2007,76,736.94222
Z011E0093,NY,2006,69,881.610555
Z011E0093,NY,2007,NA,818.610555
Z011E0094,NY,2006,NA,NA
Z011E0094,NY,2007,NA,856.384445
Z011E0095,NY,2006,124,812.581665
Z011E0095,NY,2007,NA,772.5
Z011E0096,NY,2006,62,870.55278
Z011E0096,NY,2007,87.5,724.163335
Z011E0097,NY,2006,80,847.05278
Z011E0097,NY,2007,NA,818.610555
Z011E0098,NY,2006,NA,924.110555
Z011E0098,NY,2007,36,736.94222
Z011E0099,NY,2006,NA,812.581665
Z011E0099,NY,2007,112,724.163335
Z011E0100,NY,2006,72,881.610555
Z011E0100,NY,2007,80,759.163335
Z011E0101,NY,2006,NA,778.55278
Z011E0101,NY,2007,NA,736.94222
Z011E0102,NY,2006,63,736.72111
Z011E0102,NY,2007,NA,748.331665
Z011E0103,NY,2006,84,860.19222
Z011E0103,NY,2007,79,759.163335
Z011E0104,NY,2006,35,860.19222
Z011E0104,NY,2007,NA,684.72111
Z011E0105,NY,2006,40,778.55278
Z011E0105,NY,2007,NA,698.05278
Z011E0106,NY,2006,65,870.55278
Z011E0106,NY,2007,72.5,748.331665
Z011E0107,NY,2006,51.5,881.610555
Z011E0107,NY,2007,32,856.384445
Z011E0108,NY,2006,NA,NA
Z011E0108,NY,2007,80,736.94222
Z011E0109,NY,2006,60,944.110555
Z011E0109,NY,2007,NA,788.331665
Z011E0110,NY,2006,NA,793.884445
Z011E0110,NY,2007,102,759.163335
Z011E0111,NY,2006,175,720.831665
Z011E0111,NY,2007,NA,698.05278
Z011E0112,NY,2006,NA,924.110555
Z011E0112,NY,2007,NA,788.331665
Z011E0113,NY,2006,NA,870.55278
Z011E0113,NY,2007,62.66666667,748.331665
Z011E0114,NY,2006,75,778.55278
Z011E0114,NY,2007,NA,684.72111
Z011E0115,NY,2006,45,832.163335
Z011E0115,NY,2007,NA,698.05278
Z011E0116,NY,2006,NA,NA
Z011E0116,NY,2007,58,724.163335
Z011E0117,NY,2006,53,736.72111
Z011E0117,NY,2007,103,724.163335
Z011E0118,NY,2006,57,870.55278
Z011E0118,NY,2007,84.5,759.163335
Z011E0119,NY,2006,NA,881.610555
Z011E0119,NY,2007,NA,698.05278
Z011E0120,NY,2006,21,793.884445
Z011E0120,NY,2007,NA,712.77389
Z011E0121,NY,2006,32,930.47111
Z011E0121,NY,2007,NA,772.5
Z011E0122,NY,2006,69,904.77389
Z011E0122,NY,2007,64,759.163335
Z011E0123,NY,2006,NA,964.80278
Z011E0123,NY,2007,NA,788.331665
Z011E0124,NY,2006,NA,964.80278
Z011E0124,NY,2007,NA,818.610555
Z011E0125,NY,2006,66,765
Z011E0125,NY,2007,69.5,724.163335
Z011E0126,NY,2006,46,812.581665
Z011E0126,NY,2007,38,724.163335
Z011E0127,NY,2006,91,812.581665
Z011E0127,NY,2007,NA,748.331665
Z011E0128,NY,2006,71,954.02389
Z011E0128,NY,2007,42,698.05278
Z011E0129,NY,2006,62,870.55278
Z011E0129,NY,2007,NA,759.163335
Z011E0130,NY,2006,NA,NA
Z011E0130,NY,2007,NA,NA
Z011E0131,NY,2006,37,847.05278
Z011E0131,NY,2007,41,736.94222
Z011E0132,NY,2006,NA,NA
Z011E0132,NY,2007,45,772.5
Z011E0133,NY,2006,69,832.163335
Z011E0133,NY,2007,NA,805.27389
Z011E0134,NY,2006,65,765
Z011E0134,NY,2007,72,698.05278
Z011E0135,NY,2006,98,832.163335
Z011E0135,NY,2007,NA,736.94222
Z011E0136,NY,2006,NA,881.610555
Z011E0136,NY,2007,82,698.05278
Z011E0137,NY,2006,NA,NA
Z011E0137,NY,2007,153.5,712.77389
Z011E0138,NY,2006,107,812.581665
Z011E0138,NY,2007,NA,772.5
Z011E0139,NY,2006,46,778.55278
Z011E0139,NY,2007,56,698.05278
Z011E0140,NY,2006,NA,913.634445
Z011E0140,NY,2007,NA,772.5
Z011E0141,NY,2006,84,870.55278
Z011E0141,NY,2007,NA,788.331665
Z011E0142,NY,2006,NA,NA
Z011E0142,NY,2007,NA,759.163335
Z011E0143,NY,2006,108,847.05278
Z011E0143,NY,2007,NA,788.331665
Z011E0144,NY,2006,NA,832.163335
Z011E0144,NY,2007,NA,724.163335
Z011E0145,NY,2006,44,881.610555
Z011E0145,NY,2007,NA,772.5
Z011E0146,NY,2006,96,812.581665
Z011E0146,NY,2007,NA,736.94222
Z011E0147,NY,2006,NA,881.610555
Z011E0147,NY,2007,40,788.331665
Z011E0148,NY,2006,79,793.884445
Z011E0148,NY,2007,NA,712.77389
Z011E0149,NY,2006,44,896.413335
Z011E0149,NY,2007,79,805.27389
Z011E0150,NY,2006,45,812.581665
Z011E0150,NY,2007,68,724.163335
Z011E0151,NY,2006,104,930.47111
Z011E0151,NY,2007,NA,841.663335
Z011E0152,NY,2006,88,736.72111
Z011E0152,NY,2007,71.5,684.72111
Z011E0153,NY,2006,NA,913.634445
Z011E0153,NY,2007,NA,856.384445
Z011E0154,NY,2006,112.5,793.884445
Z011E0154,NY,2007,NA,736.94222
Z011E0155,NY,2006,NA,847.05278
Z011E0155,NY,2007,NA,759.163335
Z011E0156,NY,2006,101,860.19222
Z011E0156,NY,2007,NA,818.610555
Z011E0157,NY,2006,126,832.163335
Z011E0157,NY,2007,NA,788.331665
Z011E0158,NY,2006,NA,936.94222
Z011E0158,NY,2007,39,828.610555
Z011E0159,NY,2006,NA,736.72111
Z011E0159,NY,2007,NA,736.94222
Z011E0160,NY,2006,99,778.55278
Z011E0160,NY,2007,NA,698.05278
Z011E0161,NY,2006,67,913.634445
Z011E0161,NY,2007,NA,736.94222
Z011E0162,NY,2006,57,896.413335
Z011E0162,NY,2007,55,772.5
Z011E0163,NY,2006,84,881.610555
Z011E0163,NY,2007,78,828.610555
Z011E0164,NY,2006,56,832.163335
Z011E0164,NY,2007,57,772.5
Z011E0165,NY,2006,NA,NA
Z011E0165,NY,2007,67,870.27389
Z011E0166,NY,2006,124,778.55278
Z011E0166,NY,2007,NA,805.27389
Z011E0167,NY,2006,NA,778.55278
Z011E0167,NY,2007,89,759.163335
Z011E0168,NY,2006,75,832.163335
Z011E0168,NY,2007,64,805.27389
Z011E0169,NY,2006,NA,NA
Z011E0169,NY,2007,64,870.27389
Z011E0170,NY,2006,77,847.05278
Z011E0170,NY,2007,NA,748.331665
Z011E0171,NY,2006,NA,964.80278
Z011E0171,NY,2007,81,904.163335
Z011E0172,NY,2006,NA,847.05278
Z011E0172,NY,2007,31,805.27389
Z011E0173,NY,2006,NA,964.80278
Z011E0173,NY,2007,NA,883.331665
Z011E0174,NY,2006,NA,812.581665
Z011E0174,NY,2007,79.5,759.163335
Z011E0175,NY,2006,NA,NA
Z011E0175,NY,2007,NA,788.331665
Z011E0176,NY,2006,102,778.55278
Z011E0176,NY,2007,NA,748.331665
Z011E0177,NY,2006,113,812.581665
Z011E0177,NY,2007,69,724.163335
Z011E0178,NY,2006,NA,NA
Z011E0178,NY,2007,55,818.610555
Z011E0179,NY,2006,78,832.163335
Z011E0179,NY,2007,52.5,759.163335
Z011E0180,NY,2006,NA,NA
Z011E0180,NY,2007,54,759.163335
Z011E0181,NY,2006,NA,913.634445
Z011E0181,NY,2007,NA,748.331665
Z011E0182,NY,2006,83,812.581665
Z011E0182,NY,2007,96,698.05278
Z011E0183,NY,2006,NA,896.413335
Z011E0183,NY,2007,NA,788.331665
Z011E0184,NY,2006,NA,881.610555
Z011E0184,NY,2007,77,788.331665
Z011E0185,NY,2006,71,832.163335
Z011E0185,NY,2007,NA,772.5
Z011E0186,NY,2006,75,778.55278
Z011E0186,NY,2007,105,698.05278
Z011E0187,NY,2006,87,720.831665
Z011E0187,NY,2007,85,667.5
Z011E0188,NY,2006,98,870.55278
Z011E0188,NY,2007,14,724.163335
Z011E0189,NY,2006,99,896.413335
Z011E0189,NY,2007,NA,748.331665
Z011E0190,NY,2006,74,832.163335
Z011E0190,NY,2007,NA,805.27389
Z011E0191,NY,2006,NA,NA
Z011E0191,NY,2007,NA,772.5
Z011E0192,NY,2006,105,870.55278
Z011E0192,NY,2007,32,805.27389
Z011E0193,NY,2006,79,870.55278
Z011E0193,NY,2007,NA,818.610555
Z011E0194,NY,2006,NA,954.02389
Z011E0194,NY,2007,NA,736.94222
Z011E0195,NY,2006,NA,NA
Z011E0195,NY,2007,NA,805.27389
Z011E0196,NY,2006,104,896.413335
Z011E0196,NY,2007,NA,788.331665
Z011E0197,NY,2006,67,870.55278
Z011E0197,NY,2007,NA,870.27389
Z011E0198,NY,2006,NA,896.413335
Z011E0198,NY,2007,96,759.163335
Z011E0199,NY,2006,NA,896.413335
Z011E0199,NY,2007,69,805.27389
Z011E0200,NY,2006,NA,NA
Z011E0200,NY,2007,100,724.163335
Z011E0201,NY,2006,103.8888889,876.92489
Z011E0201,NY,2007,100.8571429,809.3725
Z011E0202,NY,2006,54.9,820.7060425
Z011E0202,NY,2007,54.33333333,724.5603179
Z011E0217,NY,2006,NA,NA
Z011E0217,NY,2007,NA,NA
Z011E0226,NY,2006,NA,NA
Z011E0226,NY,2007,NA,NA
Z011E0230,NY,2006,NA,NA
Z011E0230,NY,2007,NA,NA
Z011E0282,NY,2006,NA,NA
Z011E0282,NY,2007,NA,NA
Z012E0001,NY,2006,55,913.634445
Z012E0001,NY,2007,116,870.27389
Z012E0002,NY,2006,NA,896.413335
Z012E0002,NY,2007,NA,805.27389
Z012E0003,NY,2006,96,870.55278
Z012E0003,NY,2007,NA,828.610555
Z012E0004,NY,2006,42,964.80278
Z012E0004,NY,2007,57,1000.27389
Z012E0005,NY,2006,92,964.80278
Z012E0005,NY,2007,NA,883.331665
Z012E0006,NY,2006,73,NA
Z012E0006,NY,2007,NA,949.163335
Z012E0007,NY,2006,46,964.80278
Z012E0007,NY,2007,67,949.163335
Z012E0008,NY,2006,NA,NA
Z012E0008,NY,2007,NA,788.331665
Z012E0009,NY,2006,82,936.94222
Z012E0009,NY,2007,110,896.110555
Z012E0010,NY,2006,NA,964.80278
Z012E0010,NY,2007,NA,1000.27389
Z012E0011,NY,2006,115,924.110555
Z012E0011,NY,2007,79,938.884445
Z012E0012,NY,2006,89.5,896.413335
Z012E0012,NY,2007,NA,916.110555
Z012E0013,NY,2006,46,832.163335
Z012E0013,NY,2007,NA,788.331665
Z012E0014,NY,2006,87,870.55278
