Taxon,Location,Year,EarWeight,DaysToSilk
Z013E0120,NY,2007,54,904.163335
Z013E0121,NY,2006,61,964.80278
Z013E0121,NY,2007,NA,841.663335
Z013E0122,NY,2006,91,924.110555
Z013E0122,NY,2007,93,818.610555
Z013E0123,NY,2006,143,870.55278
Z013E0123,NY,2007,114,805.27389
Z013E0124,NY,2006,28,954.02389
Z013E0124,NY,2007,23,856.384445
Z013E0125,NY,2006,NA,870.55278
Z013E0125,NY,2007,NA,841.663335
Z013E0126,NY,2006,48,847.05278
Z013E0126,NY,2007,49,788.331665
Z013E0127,NY,2006,104,944.110555
Z013E0127,NY,2007,77,930.831665
Z013E0128,NY,2006,106,964.80278
Z013E0128,NY,2007,NA,883.331665
Z013E0129,NY,2006,75,904.77389
Z013E0129,NY,2007,52,870.27389
Z013E0130,NY,2006,74,964.80278
Z013E0130,NY,2007,NA,841.663335
Z013E0131,NY,2006,45,881.610555
Z013E0131,NY,2007,NA,856.384445
Z013E0132,NY,2006,104,913.634445
Z013E0132,NY,2007,NA,883.331665
Z013E0133,NY,2006,97,930.47111
Z013E0133,NY,2007,49,NA
Z013E0134,NY,2006,51,964.80278
Z013E0134,NY,2007,NA,896.110555
Z013E0135,NY,2006,45,964.80278
Z013E0135,NY,2007,21,949.163335
Z013E0136,NY,2006,NA,NA
Z013E0136,NY,2007,78,896.110555
Z013E0137,NY,2006,65,930.47111
Z013E0137,NY,2007,NA,883.331665
Z013E0138,NY,2006,70,954.02389
Z013E0138,NY,2007,59,883.331665
Z013E0139,NY,2006,122,860.19222
Z013E0139,NY,2007,NA,805.27389
Z013E0140,NY,2006,70,812.581665
Z013E0140,NY,2007,32,841.663335
Z013E0141,NY,2006,62,964.80278
Z013E0141,NY,2007,112,896.110555
Z013E0142,NY,2006,NA,NA
Z013E0142,NY,2007,65,904.163335
Z013E0143,NY,2006,73,913.634445
Z013E0143,NY,2007,NA,883.331665
Z013E0144,NY,2006,131,NA
Z013E0144,NY,2007,78,916.110555
Z013E0145,NY,2006,NA,936.94222
Z013E0145,NY,2007,84,870.27389
Z013E0146,NY,2006,44,944.110555
Z013E0146,NY,2007,NA,856.384445
Z013E0147,NY,2006,84,944.110555
Z013E0147,NY,2007,NA,961.110555
Z013E0148,NY,2006,25,964.80278
Z013E0148,NY,2007,64,896.110555
Z013E0149,NY,2006,59,964.80278
Z013E0149,NY,2007,50,904.163335
Z013E0150,NY,2006,75,936.94222
Z013E0150,NY,2007,NA,883.331665
Z013E0151,NY,2006,NA,NA
Z013E0151,NY,2007,34,916.110555
Z013E0152,NY,2006,68,NA
Z013E0152,NY,2007,NA,930.831665
Z013E0153,NY,2006,43,964.80278
Z013E0153,NY,2007,NA,904.163335
Z013E0154,NY,2006,148,896.413335
Z013E0154,NY,2007,115,818.610555
Z013E0155,NY,2006,40,964.80278
Z013E0155,NY,2007,NA,938.884445
Z013E0156,NY,2006,77,NA
Z013E0156,NY,2007,52,938.884445
Z013E0157,NY,2006,59,847.05278
Z013E0157,NY,2007,89,772.5
Z013E0158,NY,2006,52,964.80278
Z013E0158,NY,2007,76,949.163335
Z013E0159,NY,2006,51,964.80278
Z013E0159,NY,2007,82,883.331665
Z013E0160,NY,2006,60,964.80278
Z013E0160,NY,2007,NA,949.163335
Z013E0161,NY,2006,NA,964.80278
Z013E0161,NY,2007,NA,904.163335
Z013E0162,NY,2006,NA,964.80278
Z013E0162,NY,2007,68.5,930.831665
Z013E0163,NY,2006,NA,NA
Z013E0163,NY,2007,NA,841.663335
Z013E0164,NY,2006,49,904.77389
Z013E0164,NY,2007,33,856.384445
Z013E0165,NY,2006,89,936.94222
Z013E0165,NY,2007,74,904.163335
Z013E0166,NY,2006,57,964.80278
Z013E0166,NY,2007,NA,938.884445
Z013E0167,NY,2006,18,NA
Z013E0167,NY,2007,50,930.831665
Z013E0168,NY,2006,64,944.110555
Z013E0168,NY,2007,NA,870.27389
Z013E0169,NY,2006,NA,964.80278
Z013E0169,NY,2007,NA,856.384445
Z013E0170,NY,2006,NA,NA
Z013E0170,NY,2007,53,930.831665
Z013E0171,NY,2006,120,896.413335
Z013E0171,NY,2007,NA,856.384445
Z013E0172,NY,2006,48,NA
Z013E0172,NY,2007,77,896.110555
Z013E0173,NY,2006,NA,936.94222
Z013E0173,NY,2007,55.5,828.610555
Z013E0174,NY,2006,29,964.80278
Z013E0174,NY,2007,138,883.331665
Z013E0175,NY,2006,NA,NA
Z013E0175,NY,2007,NA,856.384445
Z013E0176,NY,2006,NA,964.80278
Z013E0176,NY,2007,107,870.27389
Z013E0177,NY,2006,24,964.80278
Z013E0177,NY,2007,28,938.884445
Z013E0178,NY,2006,40,944.110555
Z013E0178,NY,2007,130,788.331665
Z013E0179,NY,2006,NA,964.80278
Z013E0179,NY,2007,168,994.163335
Z013E0180,NY,2006,NA,NA
Z013E0180,NY,2007,NA,NA
Z013E0181,NY,2006,NA,NA
Z013E0181,NY,2007,43,961.110555
Z013E0182,NY,2006,93,904.77389
Z013E0182,NY,2007,94,883.331665
Z013E0183,NY,2006,31,964.80278
Z013E0183,NY,2007,88,916.110555
Z013E0184,NY,2006,NA,NA
Z013E0184,NY,2007,50,916.110555
Z013E0185,NY,2006,85,964.80278
Z013E0185,NY,2007,49,916.110555
Z013E0186,NY,2006,27,NA
Z013E0186,NY,2007,NA,870.27389
Z013E0187,NY,2006,69,944.110555
Z013E0187,NY,2007,43,916.110555
Z013E0188,NY,2006,53,964.80278
Z013E0188,NY,2007,NA,930.831665
Z013E0189,NY,2006,139,936.94222
Z013E0189,NY,2007,148,818.610555
Z013E0190,NY,2006,59,964.80278
Z013E0190,NY,2007,29,870.27389
Z013E0191,NY,2006,70.5,936.94222
Z013E0191,NY,2007,47,896.110555
Z013E0192,NY,2006,NA,NA
Z013E0192,NY,2007,65,994.163335
Z013E0193,NY,2006,72,964.80278
Z013E0193,NY,2007,78,896.110555
Z013E0194,NY,2006,NA,936.94222
Z013E0194,NY,2007,NA,904.163335
Z013E0195,NY,2006,NA,NA
Z013E0195,NY,2007,62,916.110555
Z013E0196,NY,2006,80,904.77389
Z013E0196,NY,2007,NA,856.384445
Z013E0197,NY,2006,NA,NA
Z013E0197,NY,2007,58,949.163335
Z013E0198,NY,2006,140,944.110555
Z013E0198,NY,2007,NA,818.610555
Z013E0199,NY,2006,67,954.02389
Z013E0199,NY,2007,59,759.163335
Z013E0200,NY,2006,NA,NA
Z013E0200,NY,2007,NA,904.163335
Z013E0201,NY,2006,120.9,873.266723
Z013E0201,NY,2007,95,829.4067369
Z013E0202,NY,2006,33.5,964.80278
Z013E0202,NY,2007,30,951.4560413
Z013E0204,NY,2006,NA,NA
Z013E0204,NY,2007,NA,NA
Z013E0207,NY,2006,NA,NA
Z013E0207,NY,2007,NA,NA
Z013E0208,NY,2006,NA,NA
Z013E0208,NY,2007,NA,NA
Z013E0211,NY,2006,NA,NA
Z013E0211,NY,2007,NA,NA
Z013E0212,NY,2006,NA,NA
Z013E0212,NY,2007,NA,NA
Z013E0213,NY,2006,NA,NA
Z013E0213,NY,2007,NA,NA
Z013E0216,NY,2006,NA,NA
Z013E0216,NY,2007,NA,NA
Z013E0218,NY,2006,NA,NA
Z013E0218,NY,2007,NA,NA
Z013E0220,NY,2006,NA,NA
Z013E0220,NY,2007,NA,NA
Z013E0221,NY,2006,NA,NA
Z013E0221,NY,2007,NA,NA
Z013E0222,NY,2006,NA,NA
Z013E0222,NY,2007,NA,NA
Z013E0224,NY,2006,NA,NA
Z013E0224,NY,2007,NA,NA
Z013E0225,NY,2006,NA,NA
Z013E0225,NY,2007,NA,NA
Z013E0226,NY,2006,NA,NA
Z013E0226,NY,2007,NA,NA
Z013E0227,NY,2006,NA,NA
Z013E0227,NY,2007,NA,NA
Z013E0228,NY,2006,NA,NA
Z013E0228,NY,2007,NA,NA
Z013E0229,NY,2006,NA,NA
Z013E0229,NY,2007,NA,NA
Z013E0231,NY,2006,NA,NA
Z013E0231,NY,2007,NA,NA
Z013E0233,NY,2006,NA,NA
Z013E0233,NY,2007,NA,NA
Z013E0234,NY,2006,NA,NA
Z013E0234,NY,2007,NA,NA
Z013E0235,NY,2006,NA,NA
Z013E0235,NY,2007,NA,NA
Z013E0236,NY,2006,NA,NA
Z013E0236,NY,2007,NA,NA
Z013E0238,NY,2006,NA,NA
Z013E0238,NY,2007,NA,NA
Z013E0239,NY,2006,NA,NA
Z013E0239,NY,2007,NA,NA
Z013E0240,NY,2006,NA,NA
Z013E0240,NY,2007,NA,NA
Z013E0241,NY,2006,NA,NA
Z013E0241,NY,2007,NA,NA
Z013E0242,NY,2006,NA,NA
Z013E0242,NY,2007,NA,NA
Z013E0244,NY,2006,NA,NA
Z013E0244,NY,2007,NA,NA
Z013E0247,NY,2006,NA,NA
Z013E0247,NY,2007,NA,NA
Z013E0249,NY,2006,NA,NA
Z013E0249,NY,2007,NA,NA
Z013E0251,NY,2006,NA,NA
Z013E0251,NY,2007,NA,NA
Z013E0252,NY,2006,NA,NA
Z013E0252,NY,2007,NA,NA
Z013E0253,NY,2006,NA,NA
Z013E0253,NY,2007,NA,NA
Z013E0256,NY,2006,NA,NA
Z013E0256,NY,2007,NA,NA
Z024E0001,NY,2006,102,NA
Z024E0001,NY,2007,NA,828.610555
Z024E0002,NY,2006,47.5,778.55278
Z024E0002,NY,2007,72,724.163335
Z024E0003,NY,2006,74,NA
Z024E0003,NY,2007,NA,748.331665
Z024E0004,NY,2006,79,904.77389
Z024E0004,NY,2007,NA,856.384445
Z024E0005,NY,2006,50,812.581665
Z024E0005,NY,2007,104,724.163335
Z024E0006,NY,2006,NA,778.55278
Z024E0006,NY,2007,36,772.5
Z024E0007,NY,2006,NA,870.55278
Z024E0007,NY,2007,NA,841.663335
Z024E0008,NY,2006,81,812.581665
Z024E0008,NY,2007,38,736.94222
Z024E0009,NY,2006,NA,NA
Z024E0009,NY,2007,NA,724.163335
Z024E0010,NY,2006,51,812.581665
Z024E0010,NY,2007,29.5,759.163335
Z024E0011,NY,2006,68,812.581665
Z024E0011,NY,2007,NA,759.163335
Z024E0012,NY,2006,38,870.55278
Z024E0012,NY,2007,61,712.77389
Z024E0013,NY,2006,87,870.55278
Z024E0013,NY,2007,NA,748.331665
Z024E0014,NY,2006,NA,793.884445
Z024E0014,NY,2007,74,724.163335
Z024E0015,NY,2006,49,881.610555
Z024E0015,NY,2007,48,805.27389
Z024E0016,NY,2006,NA,870.55278
Z024E0016,NY,2007,NA,736.94222
Z024E0017,NY,2006,21,847.05278
Z024E0017,NY,2007,22,698.05278
Z024E0018,NY,2006,75,870.55278
Z024E0018,NY,2007,49,805.27389
Z024E0019,NY,2006,59,870.55278
Z024E0019,NY,2007,NA,818.610555
Z024E0020,NY,2006,62.5,812.581665
Z024E0020,NY,2007,NA,748.331665
Z024E0021,NY,2006,NA,924.110555
Z024E0021,NY,2007,NA,856.384445
Z024E0022,NY,2006,62.33333333,778.55278
Z024E0022,NY,2007,NA,698.05278
Z024E0023,NY,2006,24.5,832.163335
Z024E0023,NY,2007,NA,818.610555
Z024E0024,NY,2006,78,812.581665
Z024E0024,NY,2007,NA,759.163335
Z024E0025,NY,2006,NA,736.72111
Z024E0025,NY,2007,51.5,684.72111
Z024E0026,NY,2006,NA,964.80278
Z024E0026,NY,2007,32,985.831665
Z024E0027,NY,2006,44,832.163335
Z024E0027,NY,2007,NA,805.27389
Z024E0028,NY,2006,45,NA
Z024E0028,NY,2007,44,736.94222
Z024E0029,NY,2006,64,860.19222
Z024E0029,NY,2007,NA,748.331665
Z024E0030,NY,2006,74.5,778.55278
Z024E0030,NY,2007,NA,736.94222
Z024E0031,NY,2006,65,765
Z024E0031,NY,2007,66,698.05278
Z024E0032,NY,2006,68.5,812.581665
Z024E0032,NY,2007,NA,724.163335
Z024E0033,NY,2006,83,812.581665
Z024E0033,NY,2007,50,772.5
Z024E0034,NY,2006,85,NA
Z024E0034,NY,2007,NA,675.27389
Z024E0035,NY,2006,NA,870.55278
Z024E0035,NY,2007,NA,748.331665
Z024E0036,NY,2006,NA,904.77389
Z024E0036,NY,2007,NA,856.384445
Z024E0037,NY,2006,56,847.05278
Z024E0037,NY,2007,90,736.94222
Z024E0038,NY,2006,86.5,793.884445
Z024E0038,NY,2007,NA,748.331665
Z024E0039,NY,2006,NA,870.55278
Z024E0039,NY,2007,NA,788.331665
Z024E0040,NY,2006,62,765
Z024E0040,NY,2007,92,736.94222
Z024E0041,NY,2006,35,832.163335
Z024E0041,NY,2007,48,841.663335
Z024E0042,NY,2006,37,765
Z024E0042,NY,2007,29,712.77389
Z024E0043,NY,2006,25,924.110555
Z024E0043,NY,2007,NA,NA
Z024E0044,NY,2006,NA,NA
Z024E0044,NY,2007,NA,736.94222
Z024E0045,NY,2006,89,793.884445
Z024E0045,NY,2007,61,759.163335
Z024E0046,NY,2006,NA,NA
Z024E0046,NY,2007,NA,736.94222
Z024E0047,NY,2006,59.25,847.05278
Z024E0047,NY,2007,84,748.331665
Z024E0048,NY,2006,54,736.72111
Z024E0048,NY,2007,48,667.5
Z024E0049,NY,2006,NA,NA
Z024E0049,NY,2007,NA,736.94222
Z024E0050,NY,2006,NA,832.163335
Z024E0050,NY,2007,47,748.331665
Z024E0051,NY,2006,62,793.884445
Z024E0051,NY,2007,NA,698.05278
Z024E0052,NY,2006,NA,944.110555
Z024E0052,NY,2007,71,805.27389
Z024E0053,NY,2006,35.5,870.55278
Z024E0053,NY,2007,NA,684.72111
Z024E0054,NY,2006,34.5,793.884445
Z024E0054,NY,2007,NA,736.94222
Z024E0055,NY,2006,33,870.55278
Z024E0055,NY,2007,41,748.331665
Z024E0056,NY,2006,45,847.05278
Z024E0056,NY,2007,21,805.27389
Z024E0057,NY,2006,68,793.884445
Z024E0057,NY,2007,NA,736.94222
Z024E0058,NY,2006,67.75,750.384445
Z024E0058,NY,2007,NA,684.72111
Z024E0059,NY,2006,60.33333333,793.884445
Z024E0059,NY,2007,NA,684.72111
Z024E0060,NY,2006,60,NA
Z024E0060,NY,2007,40,870.27389
Z024E0061,NY,2006,NA,NA
Z024E0061,NY,2007,NA,788.331665
Z024E0062,NY,2006,26,778.55278
Z024E0062,NY,2007,NA,684.72111
Z024E0063,NY,2006,88,765
Z024E0063,NY,2007,43,712.77389
Z024E0064,NY,2006,54,881.610555
Z024E0064,NY,2007,NA,698.05278
Z024E0065,NY,2006,59,736.72111
Z024E0065,NY,2007,NA,712.77389
Z024E0066,NY,2006,50,847.05278
Z024E0066,NY,2007,NA,788.331665
Z024E0067,NY,2006,53.5,NA
Z024E0067,NY,2007,NA,736.94222
Z024E0068,NY,2006,NA,832.163335
Z024E0068,NY,2007,NA,698.05278
Z024E0069,NY,2006,21,NA
Z024E0069,NY,2007,NA,736.94222
Z024E0070,NY,2006,NA,847.05278
Z024E0070,NY,2007,149,748.331665
Z024E0071,NY,2006,36,NA
Z024E0071,NY,2007,NA,675.27389
Z024E0072,NY,2006,76,812.581665
Z024E0072,NY,2007,NA,736.94222
Z024E0073,NY,2006,39,778.55278
Z024E0073,NY,2007,NA,724.163335
Z024E0074,NY,2006,77,NA
Z024E0074,NY,2007,52,724.163335
Z024E0075,NY,2006,47,NA
Z024E0075,NY,2007,NA,736.94222
Z024E0076,NY,2006,112,778.55278
Z024E0076,NY,2007,NA,736.94222
Z024E0077,NY,2006,56,778.55278
Z024E0077,NY,2007,NA,759.163335
Z024E0078,NY,2006,58,765
Z024E0078,NY,2007,NA,684.72111
Z024E0079,NY,2006,63,NA
Z024E0079,NY,2007,NA,698.05278
Z024E0080,NY,2006,62,832.163335
Z024E0080,NY,2007,NA,736.94222
Z024E0081,NY,2006,59,812.581665
Z024E0081,NY,2007,NA,712.77389
Z024E0082,NY,2006,74,793.884445
Z024E0082,NY,2007,46.5,724.163335
Z024E0083,NY,2006,46,812.581665
Z024E0083,NY,2007,NA,736.94222
Z024E0084,NY,2006,52.5,812.581665
Z024E0084,NY,2007,17,698.05278
Z024E0085,NY,2006,86,793.884445
Z024E0085,NY,2007,NA,748.331665
Z024E0086,NY,2006,53,736.72111
Z024E0086,NY,2007,NA,748.331665
Z024E0087,NY,2006,37,904.77389
Z024E0087,NY,2007,NA,772.5
Z024E0088,NY,2006,86,793.884445
Z024E0088,NY,2007,NA,712.77389
Z024E0089,NY,2006,55,870.55278
Z024E0089,NY,2007,NA,698.05278
Z024E0090,NY,2006,42,896.413335
Z024E0090,NY,2007,26,788.331665
Z024E0091,NY,2006,46.5,812.581665
Z024E0091,NY,2007,54.5,759.163335
Z024E0092,NY,2006,NA,881.610555
Z024E0092,NY,2007,61,841.663335
Z024E0093,NY,2006,58,896.413335
Z024E0093,NY,2007,54,788.331665
Z024E0094,NY,2006,61,NA
Z024E0094,NY,2007,NA,805.27389
Z024E0095,NY,2006,56,847.05278
Z024E0095,NY,2007,74,712.77389
Z024E0096,NY,2006,NA,881.610555
Z024E0096,NY,2007,41.5,788.331665
Z024E0097,NY,2006,71,765
Z024E0097,NY,2007,43,684.72111
Z024E0098,NY,2006,NA,NA
Z024E0098,NY,2007,68,759.163335
Z024E0099,NY,2006,60.5,812.581665
Z024E0099,NY,2007,38,759.163335
Z024E0100,NY,2006,68,847.05278
Z024E0100,NY,2007,NA,883.331665
Z024E0101,NY,2006,58,812.581665
Z024E0101,NY,2007,NA,759.163335
Z024E0102,NY,2006,63,847.05278
Z024E0102,NY,2007,92,748.331665
Z024E0103,NY,2006,51,765
Z024E0103,NY,2007,NA,675.27389
Z024E0104,NY,2006,44,765
Z024E0104,NY,2007,37,698.05278
Z024E0105,NY,2006,NA,NA
Z024E0105,NY,2007,75,772.5
Z024E0106,NY,2006,71,847.05278
Z024E0106,NY,2007,NA,805.27389
Z024E0107,NY,2006,50,832.163335
Z024E0107,NY,2007,NA,712.77389
Z024E0108,NY,2006,41,778.55278
Z024E0108,NY,2007,52,684.72111
Z024E0109,NY,2006,NA,904.77389
Z024E0109,NY,2007,NA,748.331665
Z024E0110,NY,2006,32,896.413335
Z024E0110,NY,2007,34,698.05278
Z024E0111,NY,2006,NA,NA
Z024E0111,NY,2007,NA,818.610555
Z024E0112,NY,2006,NA,NA
Z024E0112,NY,2007,61,724.163335
Z024E0113,NY,2006,38.5,896.413335
Z024E0113,NY,2007,NA,736.94222
Z024E0114,NY,2006,43,812.581665
Z024E0114,NY,2007,NA,684.72111
Z024E0115,NY,2006,43,778.55278
Z024E0115,NY,2007,NA,748.331665
Z024E0116,NY,2006,30,793.884445
Z024E0116,NY,2007,18,684.72111
Z024E0117,NY,2006,101,NA
Z024E0117,NY,2007,NA,856.384445
Z024E0118,NY,2006,60,812.581665
Z024E0118,NY,2007,47,698.05278
Z024E0119,NY,2006,NA,NA
Z024E0119,NY,2007,NA,712.77389
Z024E0120,NY,2006,77,793.884445
Z024E0120,NY,2007,NA,724.163335
Z024E0121,NY,2006,39.5,904.77389
Z024E0121,NY,2007,NA,772.5
Z024E0122,NY,2006,56,NA
Z024E0122,NY,2007,80,684.72111
Z024E0123,NY,2006,17.5,793.884445
Z024E0123,NY,2007,50,712.77389
Z024E0124,NY,2006,73,793.884445
Z024E0124,NY,2007,NA,684.72111
Z024E0125,NY,2006,NA,NA
Z024E0125,NY,2007,NA,870.27389
Z024E0126,NY,2006,NA,904.77389
Z024E0126,NY,2007,NA,828.610555
Z024E0127,NY,2006,NA,870.55278
Z024E0127,NY,2007,NA,698.05278
Z024E0128,NY,2006,38,812.581665
Z024E0128,NY,2007,NA,698.05278
Z024E0129,NY,2006,NA,812.581665
Z024E0129,NY,2007,40,712.77389
Z024E0130,NY,2006,34,847.05278
Z024E0130,NY,2007,NA,724.163335
Z024E0131,NY,2006,53,870.55278
Z024E0131,NY,2007,NA,736.94222
Z024E0132,NY,2006,NA,870.55278
Z024E0132,NY,2007,NA,712.77389
Z024E0133,NY,2006,71,812.581665
Z024E0133,NY,2007,NA,684.72111
Z024E0134,NY,2006,77,847.05278
Z024E0134,NY,2007,NA,856.384445
Z024E0135,NY,2006,63,832.163335
Z024E0135,NY,2007,NA,828.610555
Z024E0136,NY,2006,70.5,812.581665
Z024E0136,NY,2007,118,805.27389
Z024E0137,NY,2006,62,881.610555
Z024E0137,NY,2007,60,759.163335
Z024E0138,NY,2006,51.5,832.163335
Z024E0138,NY,2007,NA,748.331665
Z024E0139,NY,2006,NA,870.55278
Z024E0139,NY,2007,NA,759.163335
Z024E0140,NY,2006,39,NA
Z024E0140,NY,2007,NA,712.77389
Z024E0141,NY,2006,87,870.55278
Z024E0141,NY,2007,60,736.94222
Z024E0142,NY,2006,44.5,870.55278
Z024E0142,NY,2007,29,788.331665
Z024E0143,NY,2006,32.5,870.55278
Z024E0143,NY,2007,NA,759.163335
Z024E0144,NY,2006,69.5,793.884445
Z024E0144,NY,2007,NA,698.05278
Z024E0145,NY,2006,NA,812.581665
Z024E0145,NY,2007,77,698.05278
Z024E0146,NY,2006,58.5,832.163335
Z024E0146,NY,2007,NA,736.94222
Z024E0147,NY,2006,76,904.77389
Z024E0147,NY,2007,NA,828.610555
Z024E0148,NY,2006,80.5,847.05278
Z024E0148,NY,2007,40,772.5
Z024E0149,NY,2006,40.5,881.610555
Z024E0149,NY,2007,NA,841.663335
Z024E0150,NY,2006,57,812.581665
Z024E0150,NY,2007,NA,748.331665
Z024E0151,NY,2006,NA,NA
Z024E0151,NY,2007,NA,896.110555
Z024E0152,NY,2006,74.25,778.55278
Z024E0152,NY,2007,NA,736.94222
Z024E0153,NY,2006,41.5,860.19222
Z024E0153,NY,2007,40,724.163335
Z024E0154,NY,2006,46.5,860.19222
Z024E0154,NY,2007,NA,698.05278
Z024E0155,NY,2006,44.5,NA
Z024E0155,NY,2007,NA,788.331665
Z024E0156,NY,2006,NA,881.610555
Z024E0156,NY,2007,NA,NA
Z024E0157,NY,2006,57,793.884445
Z024E0157,NY,2007,NA,736.94222
Z024E0158,NY,2006,57.5,793.884445
Z024E0158,NY,2007,NA,712.77389
Z024E0159,NY,2006,66,793.884445
Z024E0159,NY,2007,NA,712.77389
Z024E0160,NY,2006,92,812.581665
Z024E0160,NY,2007,NA,759.163335
Z024E0161,NY,2006,NA,765
Z024E0161,NY,2007,NA,684.72111
Z024E0162,NY,2006,37,765
Z024E0162,NY,2007,NA,698.05278
Z024E0163,NY,2006,38,812.581665
Z024E0163,NY,2007,43,712.77389
Z024E0164,NY,2006,60.5,812.581665
Z024E0164,NY,2007,NA,788.331665
Z024E0165,NY,2006,67,847.05278
Z024E0165,NY,2007,84,736.94222
Z024E0166,NY,2006,40.5,793.884445
Z024E0166,NY,2007,57.5,772.5
Z024E0167,NY,2006,28.5,793.884445
Z024E0167,NY,2007,60.5,712.77389
Z024E0168,NY,2006,77.5,870.55278
Z024E0168,NY,2007,123,818.610555
Z024E0169,NY,2006,62,812.581665
Z024E0169,NY,2007,NA,788.331665
Z024E0170,NY,2006,40.66666667,847.05278
Z024E0170,NY,2007,48,736.94222
Z024E0171,NY,2006,36,870.55278
Z024E0171,NY,2007,NA,698.05278
Z024E0172,NY,2006,72,870.55278
Z024E0172,NY,2007,109,788.331665
Z024E0173,NY,2006,70.5,793.884445
Z024E0173,NY,2007,55,724.163335
Z024E0174,NY,2006,NA,964.80278
Z024E0174,NY,2007,22,841.663335
Z024E0175,NY,2006,52,870.55278
Z024E0175,NY,2007,NA,818.610555
Z024E0176,NY,2006,NA,NA
Z024E0176,NY,2007,NA,788.331665
Z024E0177,NY,2006,77,793.884445
Z024E0177,NY,2007,NA,772.5
Z024E0178,NY,2006,62.5,812.581665
Z024E0178,NY,2007,NA,736.94222
Z024E0179,NY,2006,30,847.05278
Z024E0179,NY,2007,NA,828.610555
Z024E0180,NY,2006,54,778.55278
Z024E0180,NY,2007,67.5,724.163335
Z024E0181,NY,2006,67,812.581665
Z024E0181,NY,2007,NA,698.05278
Z024E0182,NY,2006,80,793.884445
Z024E0182,NY,2007,70,698.05278
Z024E0183,NY,2006,NA,870.55278
Z024E0183,NY,2007,NA,856.384445
Z024E0184,NY,2006,NA,NA
Z024E0184,NY,2007,61.5,748.331665
Z024E0185,NY,2006,56.5,793.884445
Z024E0185,NY,2007,NA,736.94222
Z024E0186,NY,2006,22,913.634445
Z024E0186,NY,2007,81,724.163335
Z024E0187,NY,2006,42,896.413335
Z024E0187,NY,2007,NA,772.5
Z024E0188,NY,2006,79,736.72111
Z024E0188,NY,2007,NA,712.77389
Z024E0189,NY,2006,NA,NA
Z024E0189,NY,2007,45,736.94222
Z024E0190,NY,2006,59.5,860.19222
Z024E0190,NY,2007,NA,805.27389
Z024E0191,NY,2006,47,812.581665
Z024E0191,NY,2007,NA,698.05278
Z024E0192,NY,2006,60,NA
Z024E0192,NY,2007,NA,805.27389
Z024E0193,NY,2006,52.66666667,812.581665
Z024E0193,NY,2007,70,675.27389
Z024E0194,NY,2006,NA,NA
Z024E0194,NY,2007,NA,788.331665
Z024E0195,NY,2006,59,720.831665
Z024E0195,NY,2007,54,667.5
Z024E0196,NY,2006,50.5,793.884445
Z024E0196,NY,2007,NA,736.94222
Z024E0197,NY,2006,71,NA
Z024E0197,NY,2007,NA,736.94222
Z024E0198,NY,2006,33,904.77389
Z024E0198,NY,2007,NA,772.5
Z024E0199,NY,2006,43,812.581665
Z024E0199,NY,2007,NA,724.163335
Z024E0200,NY,2006,66.5,793.884445
Z024E0200,NY,2007,83,698.05278
Z024E0201,NY,2006,94.66666667,900.3364211
Z024E0201,NY,2007,126.8571429,809.4073613
Z024E0202,NY,2006,44.2,709.6083333
Z024E0202,NY,2007,53,702.10016
Z024E0203,NY,2006,NA,NA
Z024E0203,NY,2007,NA,NA
Z024E0205,NY,2006,NA,NA
Z024E0205,NY,2007,NA,NA
Z024E0212,NY,2006,NA,NA
Z024E0212,NY,2007,NA,NA
Z024E0268,NY,2006,NA,NA
Z024E0268,NY,2007,NA,NA
Z024E0273,NY,2006,NA,NA
Z024E0273,NY,2007,NA,NA
Z024E0289,NY,2006,NA,NA
Z024E0289,NY,2007,NA,NA
